epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.635861616351696,0.14096728307254622,2.498753072026979,0.31795386158475425,0.0002997040092642407
2,2.488504237165492,0.23385490753911806,2.440115176806359,0.34804413239719156,0.0002988172051971717
3,2.4114730731182723,0.25049786628734,2.4241649709948327,0.3229689067201605,0.0002973430876093033
4,2.363783819000548,0.2578947368421053,2.3905887474626333,0.26278836509528586,0.00029528747416929463
5,2.3725022862679928,0.2607396870554765,2.37513527157553,0.33600802407221664,0.00029265847744427303
6,2.3645898439127895,0.3008534850640114,2.329741623360989,0.320962888665998,0.0002996346075389736
7,2.2995582050144416,0.29985775248933144,2.301613360493927,0.41223671013039115,0.0002985402103112355
8,2.245705753234169,0.312375533428165,2.3045643999679397,0.3410230692076229,0.0002967221401100708
9,2.2171849743231262,0.33001422475106684,2.2755156045213507,0.4092276830491474,0.00029418925439074776
10,2.174716658341257,0.3406827880512091,2.2631925672083466,0.39117352056168503,0.0002909538931178862
11,2.149333940359471,0.3601706970128023,2.2584827682797384,0.4272818455366098,0.0002870318186463901
12,2.1119308198329225,0.35746799431009957,2.2239519710406856,0.4222668004012036,0.000282442138928839
13,2.088197053241865,0.37524893314366997,2.210993897352917,0.44433299899699097,0.0002772072144234638
14,2.1237122110079225,0.39174964438122334,2.1963092266855653,0.43029087261785354,0.00027135254915624206
15,2.079871619442957,0.38264580369843526,2.2037195219558363,0.4373119358074223,0.0002649066664678466
16,2.0597561803684803,0.3829302987197724,2.1785232175436757,0.4272818455366098,0.0002579009700507976
17,2.0375128979364128,0.40128022759601706,2.172378805599576,0.4312938816449348,0.00025036959095382864
18,2.0095014384935794,0.40668563300142246,2.1843566581263105,0.4864593781344032,0.00024234922129884865
19,2.0582044319611357,0.420199146514936,2.1763377091590477,0.4834503510531595,0.00023387893552061193
20,2.0008800067738823,0.41650071123755333,2.177103731912022,0.48244734202607825,0.0002249999999999999
21,1.9783381905019877,0.42859174964438124,2.1579975204219073,0.5085255767301906,0.00021575567201836154
22,1.9912274785265645,0.41564722617354194,2.1656094772765484,0.45135406218655966,0.00020619098901238672
23,1.9725344955666815,0.43115220483641536,2.1551834673675874,0.4633901705115346,0.00019635254915624205
24,1.9417299201444407,0.44352773826458036,2.1454255860691203,0.506519558676028,0.0001862882843399501
25,1.9791128341707362,0.4321479374110953,2.156914396534712,0.4954864593781344,0.0001760472266500395
26,1.9632157628261517,0.43741109530583216,2.13835664378963,0.4934804413239719,0.00016567926949014795
27,1.9549278920948252,0.44267425320056897,2.1351790232070114,0.5386158475426279,0.0001552349245053751
28,1.960964737643897,0.4549075391180654,2.1447207811722904,0.5085255767301906,0.00014476507549462483
29,1.9494123378824204,0.44978662873399716,2.139247769577692,0.4684052156469408,0.00013432073050985194
30,1.970625148626683,0.45874822190611664,2.141355142909043,0.4764292878635908,0.0001239527733499604
31,1.928988069016089,0.46543385490753914,2.148318997357291,0.4844533600802407,0.00011371171566004979
32,1.9494864577758702,0.46458036984352774,2.1356426538411926,0.522567703109328,0.00010364745084375787
33,1.9227338319482707,0.4586059743954481,2.131791241310066,0.522567703109328,9.380901098761316e-05
34,1.9013457748662697,0.45846372688477954,2.1367092902586236,0.5245737211634904,8.424432798163834e-05
35,1.9140780538108577,0.4581792318634424,2.116877128272023,0.5416248746238717,7.5e-05
36,1.9125838344839865,0.46287339971550495,2.1296098244226087,0.5235707121364093,6.612106447938796e-05
37,1.9078241836634673,0.47652916073968704,2.1182151778172345,0.5336008024072216,5.765077870115123e-05
38,1.9086107486003154,0.4751066856330014,2.1364525307862903,0.5105315947843531,4.9630409046171234e-05
39,1.8904055415990513,0.4705547652916074,2.133425475482118,0.49949849548645936,4.209902994920228e-05
40,1.9090605920951702,0.4640113798008535,2.1235189598087323,0.5085255767301906,3.5093333532153296e-05
41,1.8975838295596084,0.45789473684210524,2.127233040368665,0.5165496489468405,2.8647450843757884e-05
42,1.908636774006134,0.46287339971550495,2.137994704418699,0.518555667001003,2.2792785576536095e-05
43,1.900519435334511,0.4604551920341394,2.1252433670200817,0.5145436308926781,1.7557861071160976e-05
44,1.8970792681529884,0.4716927453769559,2.1357208309824034,0.5195586760280843,1.2968181353609881e-05
45,1.8868504242062738,0.47297297297297297,2.1353575149055946,0.5255767301905717,9.046106882113748e-06
