epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.7051069856537864,0.1096728307254623,2.5594660186002343,0.22066198595787362,0.0002997040092642407
2,2.5575854563272187,0.1961593172119488,2.4746109413407154,0.21464393179538616,0.0002988172051971717
3,2.45448566670099,0.23200568990042675,2.432261267540567,0.20160481444332998,0.0002973430876093033
4,2.414566197673423,0.2541963015647226,2.40206130648568,0.36609829488465395,0.00029528747416929463
5,2.405387856339662,0.24139402560455192,2.389413634896159,0.3410230692076229,0.00029265847744427303
6,2.3338922455843276,0.27496443812233284,2.3089088230219144,0.39518555667001004,0.0002996346075389736
7,2.2756489829691513,0.3079658605974395,2.264653963693525,0.3811434302908726,0.0002985402103112355
8,2.183691755738401,0.34537695590327167,2.1930777909404178,0.3921765295887663,0.0002967221401100708
9,2.128972538504458,0.3759601706970128,2.2094391308194297,0.399197592778335,0.00029418925439074776
10,2.1076661706818625,0.37396870554765294,2.1790847591794242,0.5456369107321966,0.0002909538931178862
11,2.05695968220278,0.389900426742532,2.1463570391522007,0.43329989969909727,0.0002870318186463901
12,2.0373533425256505,0.3940256045519203,2.1468659709903637,0.4383149448345035,0.000282442138928839
13,2.005420229038168,0.40953058321479374,2.1317195705807914,0.5095285857572718,0.0002772072144234638
14,2.0155200178219617,0.4206258890469417,2.148347553661618,0.4102306920762287,0.00027135254915624206
15,1.9865721983387323,0.42887624466571833,2.1211226920306743,0.5857572718154463,0.0002649066664678466
16,1.9860726419587222,0.42275960170697013,2.1231629073679628,0.5526579739217653,0.0002579009700507976
17,1.9492497691728312,0.4384068278805121,2.1131740990230288,0.5787362086258776,0.00025036959095382864
18,1.8986898358482047,0.45590327169274536,2.0960064574014936,0.6038114343029087,0.00024234922129884865
19,1.9391651399105068,0.4635846372688478,2.0994449218991047,0.3981945837512538,0.00023387893552061193
20,1.9156928002749534,0.4586059743954481,2.0934607706433432,0.42326980942828485,0.0002249999999999999
21,1.8677491094445435,0.46955903271692745,2.0988541317799148,0.48946840521564694,0.00021575567201836154
22,1.861994455956124,0.4642958748221906,2.111761372330913,0.555667001003009,0.00020619098901238672
23,1.8389467293643003,0.4763869132290185,2.105721128620618,0.5957873620862588,0.00019635254915624205
24,1.8773445155169513,0.47368421052631576,2.096020130479826,0.4764292878635908,0.0001862882843399501
25,1.840957580962527,0.4904694167852063,2.1132664926791023,0.567703109327984,0.0001760472266500395
26,1.8627945015474539,0.49018492176386913,2.088029258349236,0.5446339017051154,0.00016567926949014795
27,1.8256831125378779,0.4984352773826458,2.0779249517465668,0.5295887662988967,0.0001552349245053751
28,1.8324950659088526,0.49900426742532006,2.0785554493202967,0.6449348044132397,0.00014476507549462483
29,1.795992720754523,0.4938833570412518,2.097795565125935,0.5135406218655968,0.00013432073050985194
30,1.8008486135925033,0.5031294452347084,2.0839634996240095,0.5285857572718154,0.0001239527733499604
31,1.786109886942683,0.49857752489331436,2.084920198771516,0.60481444332999,0.00011371171566004979
32,1.8437261367759867,0.5153627311522049,2.0763769486962014,0.4794383149448345,0.00010364745084375787
33,1.7794189299831689,0.5268847795163585,2.0790344572354225,0.46138415245737213,9.380901098761316e-05
34,1.777354283692318,0.521479374110953,2.080307773266776,0.4573721163490471,8.424432798163834e-05
35,1.7747440831929149,0.5176386913229019,2.0811409651336366,0.4944834503510532,7.5e-05
36,1.787899522116649,0.5233285917496444,2.0822273960323967,0.518555667001003,6.612106447938796e-05
37,1.7543820866819466,0.5227596017069701,2.090555561102979,0.5857572718154463,5.765077870115123e-05
38,1.778381536627562,0.5200568990042674,2.083538862264742,0.522567703109328,4.9630409046171234e-05
39,1.7801147009197034,0.527027027027027,2.0798369151060894,0.5576730190571715,4.209902994920228e-05
40,1.7656004515006227,0.5267425320056899,2.092204265632744,0.60481444332999,3.5093333532153296e-05
41,1.7462984415409746,0.5301564722617355,2.095983588109643,0.5416248746238717,2.8647450843757884e-05
42,1.7503783498007068,0.521479374110953,2.0933551458322417,0.567703109327984,2.2792785576536095e-05
